"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality_disc"
"1319",6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,"Alta"
"1320",6.2,0.23,0.35,0.7,0.051,24,111,0.9916,3.37,0.43,11,3,"Baja"
"1321",6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4,"Baja"
"1322",7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4,"Baja"
"1323",7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4,"Baja"
"1324",6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,4,"Baja"
"1325",7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,"Baja"
"1326",7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,"Baja"
"1327",6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5,"Baja"
"1328",6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5,"Baja"
"1329",9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5,"Baja"
"1330",7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,"Baja"
"1331",7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,"Baja"
"1332",7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,"Baja"
"1333",7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5,"Baja"
"1334",5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,5,"Baja"
"1335",6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5,"Baja"
"1336",8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5,"Baja"
"1337",6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,5,"Baja"
"1338",7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5,"Baja"
"1339",7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5,"Baja"
"1340",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"Media"
"1341",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"Media"
"1342",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"Media"
"1343",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"Media"
"1344",5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6,"Media"
"1345",5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,"Media"
"1346",5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,"Media"
"1347",7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,"Media"
"1348",7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,"Media"
"1349",6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6,"Media"
"1350",7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,"Media"
"1351",7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,"Media"
"1352",7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6,"Media"
"1353",4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6,"Media"
"1354",6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6,"Media"
"1355",6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6,"Media"
"1356",6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,"Media"
"1357",6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,"Media"
"1358",7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6,"Media"
"1359",6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6,"Media"
"1360",6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,"Media"
"1361",6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,"Media"
"1362",7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6,"Media"
"1363",6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6,"Media"
"1364",6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4,6,"Media"
"1365",7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,"Media"
"1366",7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,"Media"
"1367",6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,"Media"
"1368",6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,"Media"
"1369",6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,"Media"
"1370",6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,"Media"
"1371",8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6,"Media"
"1372",4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,"Alta"
"1373",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,"Alta"
"1374",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,"Alta"
"1375",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,"Alta"
"1376",6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.1333333333333,7,"Alta"
"1377",6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,7,"Alta"
"1378",6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7,"Alta"
"1379",6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,"Alta"
"1380",6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,"Alta"
"1381",4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7,"Alta"
"1382",6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,7,"Alta"
"1383",6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,"Alta"
"1384",6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,"Alta"
"1385",6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7,"Alta"
"1386",7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8,"Alta"
"1387",6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8,"Alta"
"1388",6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8,"Alta"
"1389",6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,5,"Baja"
"1390",9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,"Baja"
"1391",9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,"Baja"
"1392",7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5,"Baja"
"1393",6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,5,"Baja"
"1394",7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5,"Baja"
"1395",6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5,"Baja"
"1396",5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,"Media"
"1397",6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6,"Media"
"1398",7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6,"Media"
"1399",7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,6,"Media"
"1400",7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,"Media"
"1401",6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6,"Media"
"1402",7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6,"Media"
"1403",6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6,"Media"
"1404",5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6,"Media"
"1405",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,"Media"
"1406",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,"Media"
"1407",6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,6,"Media"
"1408",7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,6,"Media"
"1409",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,"Media"
"1410",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,"Media"
"1411",5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6,"Media"
"1412",6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,"Media"
"1413",4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7,"Alta"
"1414",6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7,"Alta"
"1415",7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,7,"Alta"
"1416",6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,7,"Alta"
"1417",6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7,"Alta"
"1418",6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7,"Alta"
"1419",7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,"Alta"
"1420",6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4,"Baja"
"1421",6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4,"Baja"
"1422",6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5,"Baja"
"1423",6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5,"Baja"
"1424",6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5,"Baja"
"1425",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,"Baja"
"1426",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,"Baja"
"1427",7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,5,"Baja"
"1428",5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5,"Baja"
"1429",6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,5,"Baja"
"1430",6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,5,"Baja"
"1431",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,"Media"
"1432",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,"Media"
"1433",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,"Media"
"1434",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,"Media"
"1435",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,"Media"
"1436",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,"Media"
"1437",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,"Media"
"1438",6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,"Media"
"1439",6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,"Media"
"1440",6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,"Media"
"1441",8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6,"Media"
"1442",5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6,"Media"
"1443",6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6,"Media"
"1444",7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6,"Media"
"1445",6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6,"Media"
"1446",5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,"Media"
"1447",5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,"Media"
"1448",5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,"Media"
"1449",5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6,"Media"
"1450",6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,6,"Media"
"1452",7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,6,"Media"
"1453",6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6,"Media"
"1454",7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6,"Media"
"1455",7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6,"Media"
"1456",8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,"Media"
"1457",6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6,"Media"
"1458",6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6,"Media"
"1459",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,"Alta"
"1460",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,"Alta"
"1461",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,"Alta"
"1462",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,"Alta"
"1463",6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7,"Alta"
"1464",6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7,"Alta"
"1465",6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,"Alta"
"1466",6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,"Alta"
"1467",6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,7,"Alta"
"1468",6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,"Alta"
"1469",5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,7,"Alta"
"1470",7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7,"Alta"
"1471",7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,7,"Alta"
"1472",6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,"Alta"
"1473",6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,"Alta"
"1474",6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7,"Alta"
"1475",7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7,"Alta"
"1476",5.1,0.26,0.33,1.1,0.027,46,113,0.98946,3.35,0.43,11.4,7,"Alta"
"1477",5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,7,"Alta"
"1478",6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8,"Alta"
"1479",7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8,"Alta"
"1480",7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9,"Alta"
"1481",6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,4,"Baja"
"1482",5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,4,"Baja"
"1483",7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,4,"Baja"
"1484",7.2,0.26,0.32,10.4,0.062,23,114,0.9966,3.23,0.49,10.5,5,"Baja"
"1485",7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,"Baja"
"1486",8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5,"Baja"
"1487",5.9,0.26,0.3,1,0.036,38,114,0.9928,3.58,0.48,9.4,5,"Baja"
"1488",6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,"Media"
"1489",6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,"Media"
"1490",6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,"Media"
"1491",3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6,"Media"
"1492",7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,6,"Media"
"1493",6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,"Media"
"1494",5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,6,"Media"
"1495",6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,6,"Media"
"1496",7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6,"Media"
"1497",6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,6,"Media"
"1498",6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,"Media"
"1499",6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,"Media"
"1500",7.4,0.29,0.25,3.8,0.044,30,114,0.992,3.11,0.4,11,6,"Media"
"1501",6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6,"Media"
"1502",7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6,"Media"
"1503",6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6,"Media"
"1504",6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6,"Media"
"1505",5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,"Media"
"1506",6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6,"Media"
"1507",7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,"Media"
"1508",6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,6,"Media"
"1509",6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,"Media"
"1510",6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,"Media"
"1511",7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,"Media"
"1512",6.3,0.255,0.37,1.1,0.04,37,114,0.9905,3,0.39,10.9,6,"Media"
"1513",7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7,"Alta"
"1514",7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,"Alta"
"1515",7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,"Alta"
"1516",7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,7,"Alta"
"1517",6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.1333333333333,7,"Alta"
"1518",6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,7,"Alta"
"1519",6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7,"Alta"
"1520",7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7,"Alta"
"1521",7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7,"Alta"
"1522",7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7,"Alta"
"1523",6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,7,"Alta"
"1524",7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7,"Alta"
"1525",7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7,"Alta"
"1526",7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7,"Alta"
"1527",6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7,"Alta"
"1528",5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,7,"Alta"
"1529",6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7,"Alta"
"1530",5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,"Alta"
"1531",5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,"Alta"
"1532",6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7,"Alta"
"1533",6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,8,"Alta"
"1534",6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,8,"Alta"
"1535",6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,4,"Baja"
"1536",6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5,"Baja"
"1537",6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5,"Baja"
"1538",5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5,"Baja"
"1539",7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5,"Baja"
"1540",6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,5,"Baja"
"1541",7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,5,"Baja"
"1542",6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,5,"Baja"
"1543",7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,"Baja"
"1544",7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,"Baja"
"1545",6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,"Baja"
"1546",6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,"Baja"
"1547",6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5,"Baja"
"1548",5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9,6,"Media"
"1549",5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,"Media"
"1550",5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,"Media"
"1551",8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6,"Media"
"1552",6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,6,"Media"
"1553",6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6,"Media"
"1554",7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,6,"Media"
"1555",5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6,"Media"
"1556",9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,6,"Media"
"1557",5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6,"Media"
"1558",6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6,"Media"
"1559",7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,"Media"
"1560",6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,"Media"
"1561",6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,"Media"
"1562",7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6,"Media"
"1563",6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6,"Media"
"1564",5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6,"Media"
"1565",6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,"Alta"
"1566",6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,"Alta"
"1567",6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,"Alta"
"1568",7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7,"Alta"
"1569",7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,"Alta"
"1570",7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,"Alta"
"1571",6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7,"Alta"
"1572",6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7,"Alta"
"1573",7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7,"Alta"
"1574",7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,7,"Alta"
"1575",5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,"Alta"
"1576",6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,7,"Alta"
"1577",5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8,"Alta"
"1578",5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,"Alta"
"1579",5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,"Alta"
"1580",7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,7,"Alta"
"1581",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,"Baja"
"1582",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,"Baja"
"1583",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,"Baja"
"1584",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,"Baja"
"1585",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,"Baja"
"1586",7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,"Baja"
"1587",7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5,"Baja"
